timestamp_utc,temperature_c,pressure_hpa,humidity_percent
2025-12-21T20:30:42+00:00,4.88,1005.19,91.42
2025-12-21T20:30:57+00:00,4.89,1005.21,91.43
2025-12-21T20:31:12+00:00,4.89,1005.10,91.43
2025-12-21T20:31:27+00:00,4.90,1005.19,91.44
2025-12-21T20:31:42+00:00,4.90,1005.20,91.44
2025-12-21T20:31:57+00:00,4.91,1005.18,91.45
2025-12-21T20:32:12+00:00,4.90,1005.17,91.45
2025-12-21T20:32:27+00:00,4.90,1005.22,91.47
2025-12-21T20:32:42+00:00,4.91,1005.21,91.47
2025-12-21T20:32:57+00:00,4.90,1005.15,91.47
2025-12-21T20:33:12+00:00,4.89,1005.21,91.46
2025-12-21T20:33:27+00:00,4.90,1005.23,91.48
2025-12-21T20:33:42+00:00,4.90,1005.22,91.48
2025-12-21T20:33:57+00:00,4.89,1005.21,91.49
2025-12-21T20:34:12+00:00,4.90,1005.23,91.47
2025-12-21T20:34:27+00:00,4.90,1005.17,91.47
2025-12-21T20:34:42+00:00,4.89,1005.10,91.49
2025-12-21T20:34:57+00:00,4.89,1005.16,91.48
2025-12-21T20:35:12+00:00,4.90,1005.28,91.50
2025-12-21T20:35:27+00:00,4.90,1005.17,91.51
2025-12-21T20:35:42+00:00,4.90,1005.22,91.51
2025-12-21T20:35:57+00:00,4.89,1005.23,91.49
2025-12-21T20:36:12+00:00,4.90,1005.19,91.48
2025-12-21T20:36:27+00:00,4.90,1005.14,91.50
2025-12-21T20:36:42+00:00,4.89,1005.21,91.49
2025-12-21T20:36:57+00:00,4.88,1005.19,91.50
2025-12-21T20:37:12+00:00,4.89,1005.18,91.52
2025-12-21T20:37:27+00:00,4.90,1005.17,91.54
2025-12-21T20:37:42+00:00,4.90,1005.22,91.55
2025-12-21T20:37:57+00:00,4.90,1005.20,91.57
2025-12-21T20:38:12+00:00,4.91,1005.19,91.55
2025-12-21T20:38:27+00:00,4.91,1005.22,91.56
2025-12-21T20:38:42+00:00,4.91,1005.24,91.56
